CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad Cliente,Tiempo,COMBO_ZONA_TIEMPO
25409,1,5,0,2,1,0,3,1,1,49,0,0,0,0.3333333333333333,0,0,1,9.35,2204,14731,0,4,61,0.0,0.11251141552511415
25429,1,5,0,2,1,0,3,1,2,51,1,0,0,0.3333333333333333,0,0,0,9.27,2112,13114,0,4,38,0.0,0.11251141552511415
25445,1,5,0,2,1,0,0,1,1,8,1,0,0,1.0,0,0,1,9.22,732,11255,0,9,51,0.0,0.3375342465753425
25453,1,5,0,2,1,3,0,1,1,22,0,0,0,1.0,1,2,1,9.14,732,5292,0,4,27,0.0,0.3375342465753425
25464,1,5,0,2,1,2,0,1,1,31,0,0,0,1.0,0,0,1,8.93,2256,10395,0,7,30,0.0,0.3375342465753425
25475,1,5,0,2,1,3,3,1,1,38,0,1,0,0.3333333333333333,0,2,1,8.95,2256,15129,0,8,54,0.0,0.11251141552511415
25485,1,5,0,2,1,0,3,1,1,31,0,0,0,1.0,0,2,1,8.72,2769,19288,1,5,21,0.5714285714285714,0.7452054794520548
25496,1,5,0,2,1,3,0,1,1,31,0,0,0,0.0,0,1,0,8.96,2164,11914,0,7,59,0.0,0.0
25505,1,5,0,2,1,0,0,1,1,51,1,1,0,1.0,0,2,1,8.78,2145,13382,1,8,39,0.42857142857142855,0.6432876712328767
25515,1,5,0,2,1,0,0,1,0,9,0,0,0,0.0,0,0,0,9.1,732,18010,0,7,47,0.0,0.0
25524,1,5,0,2,1,3,0,0,1,18,0,0,0,0.3333333333333333,0,2,1,9.31,4134,17013,1,7,41,0.6428571428571429,0.5711415525114155
25533,1,5,0,2,1,0,3,1,1,17,1,0,0,0.0,1,2,1,9.34,1836,14477,0,7,62,0.0,0.0
25544,1,5,0,2,1,0,0,1,1,31,1,0,0,0.3333333333333333,0,0,0,9.16,732,5736,0,8,60,0.0,0.11251141552511415
25552,1,5,0,2,1,0,1,1,1,8,0,0,0,1.0,1,2,1,9.26,6817,7252,1,9,48,0.7142857142857143,0.8471232876712329
25571,1,5,0,2,1,0,0,1,1,44,1,0,0,0.3333333333333333,0,1,0,9.34,732,8471,0,7,46,0.0,0.11251141552511415
25581,1,5,0,2,1,0,3,1,1,12,0,0,0,0.3333333333333333,0,0,1,8.04,2747,8311,0,6,57,0.0,0.11251141552511415
25602,1,5,0,2,1,0,3,1,2,49,0,0,0,1.0,1,0,1,9.24,732,14980,0,5,40,0.0,0.3375342465753425
25610,1,5,0,2,1,2,3,1,1,38,1,1,0,1.0,0,2,1,9.1,1926,18273,1,5,52,0.5,0.6942465753424658
25620,1,5,0,2,1,3,0,1,1,31,0,0,0,1.0,1,2,1,9.23,732,1735,0,9,56,0.0,0.3375342465753425
25630,1,5,0,2,1,0,3,1,1,26,1,0,0,0.0,1,2,1,8.69,2293,8045,0,8,53,0.0,0.0
25638,1,5,0,2,1,0,3,1,1,39,0,0,0,0.0,1,0,1,9.34,2204,10685,0,9,54,0.0,0.0
25646,1,5,0,2,1,3,3,0,1,36,1,0,0,0.0,1,2,1,8.92,2256,28779,0,5,48,0.0,0.0
25656,1,5,0,2,1,0,3,1,1,48,1,0,0,0.0,0,0,0,8.97,2072,4785,0,7,61,0.0,0.0
25666,1,5,0,2,1,0,0,0,1,31,0,0,0,0.3333333333333333,0,2,1,8.67,3489,8007,0,8,41,0.0,0.11251141552511415
25676,1,5,0,2,1,0,0,1,1,0,0,0,0,1.0,0,2,1,9.23,732,22589,0,8,61,0.0,0.3375342465753425
25687,1,5,1,2,1,3,0,0,1,32,0,0,0,0.3333333333333333,0,2,1,8.51,5748,13297,0,6,51,0.0,0.11251141552511415
25696,1,5,1,2,1,0,0,1,1,28,0,0,0,0.0,0,0,0,8.43,7303,30347,0,2,50,0.0,0.0
25706,1,5,1,2,1,0,0,0,1,9,0,0,0,0.3333333333333333,0,0,0,8.78,3062,13762,0,7,46,0.0,0.11251141552511415
25716,1,5,1,2,1,0,0,1,0,32,1,0,0,1.0,0,2,1,8.51,5218,12173,1,8,45,0.6428571428571429,0.796164383561644
25725,1,5,1,2,1,0,2,1,1,48,0,1,0,0.3333333333333333,0,2,1,8.36,4138,9893,0,5,46,0.0,0.11251141552511415
25734,1,5,1,2,1,0,3,1,2,47,0,0,0,1.0,1,2,1,8.51,5454,4627,1,7,43,0.5714285714285714,0.7452054794520548
25744,1,5,1,2,1,0,0,1,2,19,0,0,0,0.0,1,2,1,8.43,4869,8355,0,9,39,0.0,0.0
25751,1,5,1,2,1,0,3,1,1,46,0,0,0,0.0,1,0,0,8.31,4341,19302,0,4,37,0.0,0.0
25761,1,5,1,2,1,0,3,1,1,24,0,0,0,0.0,0,0,0,8.01,4431,10226,0,5,58,0.0,0.0
25769,1,5,1,2,1,3,3,1,1,38,0,0,0,1.0,0,0,0,8.5,5967,12097,0,8,38,0.0,0.3375342465753425
25783,1,5,1,2,1,3,3,1,1,26,0,0,0,0.0,1,2,1,8.12,4525,12902,0,4,45,0.0,0.0
25792,1,5,1,2,1,0,3,1,1,47,1,0,0,0.3333333333333333,1,2,1,9.01,1744,10695,0,9,52,0.0,0.11251141552511415
25797,1,5,1,2,1,0,3,0,1,49,0,0,0,0.3333333333333333,0,2,1,8.07,4525,17564,0,4,44,0.0,0.11251141552511415
25808,1,5,1,2,1,0,3,1,1,31,1,0,0,0.3333333333333333,1,2,1,9.17,732,15221,0,5,50,0.0,0.11251141552511415
25815,1,5,1,2,1,0,0,1,1,31,0,1,0,1.0,0,2,1,8.43,920,11289,0,8,50,0.0,0.3375342465753425
25824,1,5,1,2,1,0,0,1,2,27,0,0,0,0.3333333333333333,0,2,1,8.39,7038,17067,1,8,53,0.5,0.46922374429223745
25833,1,5,1,2,1,0,0,0,1,36,0,1,0,1.0,0,2,1,8.67,3538,2755,0,7,48,0.0,0.3375342465753425
25842,1,5,1,2,1,3,1,0,1,8,1,0,0,0.0,0,2,1,8.43,2287,12432,0,8,51,0.0,0.0
25858,1,5,1,2,1,0,3,1,2,2,0,0,0,0.0,0,2,1,8.79,3062,14730,0,5,51,0.0,0.0
25869,1,5,1,2,1,0,0,1,1,16,0,0,0,0.0,1,2,1,9.12,3073,26667,0,6,37,0.0,0.0
25878,1,5,1,2,1,0,3,1,1,25,0,0,0,0.3333333333333333,0,2,1,9.43,4033,11091,0,6,48,0.0,0.11251141552511415
25885,1,5,1,2,1,0,0,0,2,36,1,0,0,1.0,1,0,0,8.85,3991,14436,1,5,44,0.5714285714285714,0.7452054794520548
25892,1,5,1,2,1,0,0,0,1,40,1,0,0,0.0,1,2,1,9.1,3073,15154,0,7,42,0.0,0.0
25911,1,5,1,2,1,2,3,1,1,16,0,0,0,1.0,0,2,1,8.93,4341,14526,0,9,47,0.0,0.3375342465753425
25922,1,5,1,2,1,0,0,1,1,47,0,0,0,1.0,0,2,1,8.97,4525,17496,1,6,38,0.7142857142857143,0.8471232876712329
25941,1,5,1,2,1,3,3,1,1,42,0,0,0,0.0,0,2,1,9.6,2294,26618,0,4,38,0.0,0.0
25961,1,5,1,2,1,0,0,1,0,47,1,0,0,0.0,0,2,1,9.35,7645,19931,0,4,50,0.0,0.0
25971,1,5,1,2,1,2,0,1,1,31,0,0,0,0.3333333333333333,0,2,1,9.23,4453,18416,0,4,43,0.0,0.11251141552511415
25981,1,5,1,2,1,3,2,1,1,11,0,0,0,0.3333333333333333,0,0,0,9.43,3941,12148,0,4,53,0.0,0.11251141552511415
26001,1,5,1,2,1,0,0,1,1,47,0,0,0,1.0,0,2,1,9.52,3426,16872,0,6,54,0.0,0.3375342465753425
26010,1,5,1,2,1,3,3,0,1,15,1,0,0,1.0,0,2,1,9.34,3073,28090,1,9,56,0.7142857142857143,0.8471232876712329
26030,1,5,1,2,1,0,0,1,1,31,0,0,0,0.3333333333333333,1,0,0,9.35,5437,11191,1,9,50,0.6428571428571429,0.5711415525114155
26041,1,5,1,2,1,0,3,1,1,8,1,0,0,0.0,0,2,1,9.15,3073,13840,0,4,61,0.0,0.0
26050,1,5,1,2,1,0,0,1,1,8,0,0,0,1.0,0,2,1,9.72,2110,11911,0,8,50,0.0,0.3375342465753425
26071,1,5,1,2,1,0,3,1,1,47,1,0,0,1.0,0,0,0,9.64,4546,15886,1,7,45,0.6428571428571429,0.796164383561644
26078,1,5,1,2,1,0,0,1,1,31,0,0,0,0.3333333333333333,0,2,1,7.84,4431,18643,0,7,53,0.0,0.11251141552511415
26089,1,5,1,2,1,2,3,0,1,2,0,0,0,1.0,1,2,1,9.37,4177,20304,0,4,58,0.0,0.3375342465753425
26097,1,5,1,2,1,3,3,1,1,4,1,0,0,0.0,0,2,1,9.1,4453,11728,0,5,53,0.0,0.0
26117,1,5,1,2,1,0,0,0,1,8,1,0,0,0.0,0,2,1,9.51,6055,0,0,7,57,0.0,0.0
26127,1,5,1,2,1,3,3,1,1,27,1,0,0,0.0,0,2,1,9.46,0,11284,0,7,38,0.0,0.0
26137,1,5,1,2,1,0,0,1,1,8,0,0,0,0.3333333333333333,1,2,1,8.51,8843,31628,1,9,51,0.42857142857142855,0.4182648401826484
26148,1,5,1,2,1,3,0,1,1,42,0,0,0,0.3333333333333333,0,0,0,9.34,4177,23680,0,6,33,0.0,0.11251141552511415
26168,1,5,1,2,1,0,3,1,1,31,0,0,0,1.0,0,2,1,9.47,4399,30758,0,8,51,0.0,0.3375342465753425
26176,1,5,1,2,1,2,3,1,1,1,0,0,0,0.0,0,0,0,9.26,4453,19951,0,6,40,0.0,0.0
26186,1,5,1,2,1,2,3,0,2,16,1,0,0,0.3333333333333333,1,2,1,9.01,4525,25255,0,6,56,0.0,0.11251141552511415
26196,1,5,1,2,1,0,0,1,2,30,0,0,0,0.0,0,2,1,9.21,4946,20024,0,6,54,0.0,0.0
26204,1,5,1,2,1,0,0,0,1,29,0,0,0,0.0,0,2,1,8.45,5973,11252,0,5,56,0.0,0.0
26220,1,5,1,2,1,0,2,0,2,32,0,0,0,1.0,1,2,1,8.17,4832,26674,0,7,43,0.0,0.3375342465753425
26224,1,5,1,2,1,3,3,1,1,31,0,0,0,0.0,1,2,1,9.28,4545,14992,0,7,46,0.0,0.0
26232,1,5,1,2,1,0,0,1,1,8,1,0,0,0.0,0,2,1,7.97,4431,17485,0,4,57,0.0,0.0
26238,1,5,1,2,1,0,3,1,1,31,0,0,0,1.0,0,2,1,8.93,4525,18135,0,6,55,0.0,0.3375342465753425
26239,1,5,1,2,1,0,0,1,1,8,1,0,0,1.0,0,2,1,9.01,4893,10264,0,8,52,0.0,0.3375342465753425
26249,1,5,1,2,1,3,3,0,1,36,1,0,0,0.0,1,2,1,9.67,1648,37522,1,7,42,0.2857142857142857,0.20383561643835618
26259,1,5,1,2,1,3,3,1,1,34,1,0,0,0.0,1,2,1,9.7,1742,13919,0,7,60,0.0,0.0
26270,1,5,1,2,1,0,0,1,1,31,1,0,0,1.0,1,0,1,9.31,4609,45317,1,12,55,0.5,0.6942465753424658
26281,1,5,1,2,1,0,0,1,1,19,1,0,0,0.0,0,2,1,9.44,4033,15524,0,5,43,0.0,0.0
26290,1,5,1,2,1,2,3,1,1,32,0,0,0,1.0,1,2,1,9.43,4033,20170,0,5,51,0.0,0.3375342465753425
26309,1,5,1,2,1,3,3,0,1,31,0,0,0,1.0,0,2,1,9.74,1612,10301,0,9,47,0.0,0.3375342465753425
26320,1,5,1,2,1,0,0,0,1,47,0,0,0,0.0,0,2,1,9.64,3798,23141,0,9,56,0.0,0.0
26330,1,5,1,2,1,0,0,1,2,34,0,0,0,0.3333333333333333,1,2,1,9.43,3209,10854,0,7,43,0.0,0.11251141552511415
26339,1,5,1,2,1,0,2,0,1,8,1,0,0,1.0,0,2,1,9.51,2933,19019,0,5,38,0.0,0.3375342465753425
26342,1,5,1,2,1,0,0,1,1,8,0,0,0,1.0,0,2,1,9.43,3941,6951,0,7,46,0.0,0.3375342465753425
26361,1,5,1,2,1,0,3,0,2,32,1,0,0,0.0,0,2,1,9.69,2256,9837,0,4,48,0.0,0.0
26372,1,5,1,2,1,2,3,1,1,28,1,0,0,0.0,1,2,1,9.68,2657,12263,0,7,40,0.0,0.0
26382,1,5,1,2,1,0,0,1,1,31,0,0,0,0.3333333333333333,0,2,1,9.62,2294,18056,0,9,51,0.0,0.11251141552511415
26390,1,5,1,2,1,0,3,1,1,42,0,0,0,0.3333333333333333,0,0,0,9.51,3301,11659,0,5,61,0.0,0.11251141552511415
26402,1,5,1,2,1,0,0,1,1,8,0,0,0,1.0,0,2,1,9.43,2204,13796,0,9,51,0.0,0.3375342465753425
26413,1,5,1,2,1,0,3,1,1,24,1,0,0,1.0,0,2,1,9.43,1715,19676,0,9,59,0.0,0.3375342465753425
26421,1,5,1,2,1,0,0,0,1,1,0,1,0,0.0,0,0,0,9.46,2204,12605,0,6,51,0.0,0.0
26432,1,5,1,2,1,2,0,1,1,32,0,0,0,1.0,0,2,1,9.35,2718,19407,0,8,45,0.0,0.3375342465753425
26441,1,5,1,2,1,3,3,1,1,22,0,0,0,0.0,1,2,1,9.43,1715,8831,0,7,55,0.0,0.0
26450,1,5,1,2,1,3,3,0,1,31,1,0,0,0.3333333333333333,0,0,0,9.51,1472,17973,0,7,59,0.0,0.11251141552511415
26459,1,5,1,2,1,0,0,0,1,35,0,0,0,0.3333333333333333,0,2,1,9.17,732,10199,0,5,59,0.0,0.11251141552511415
26469,1,5,1,2,1,0,3,1,1,46,0,0,0,0.0,0,1,0,9.48,1836,24049,0,6,50,0.0,0.0
26477,1,5,1,2,1,0,3,1,1,26,1,0,0,0.3333333333333333,0,1,0,9.43,732,14272,0,9,40,0.0,0.11251141552511415
26491,1,5,1,2,1,0,0,1,1,21,0,0,0,0.0,0,2,1,8.53,5218,8266,0,7,37,0.0,0.0
26505,1,5,1,2,1,0,0,0,1,42,1,0,0,0.0,0,2,1,8.54,6742,24046,0,9,56,0.0,0.0
26511,1,5,1,2,1,0,0,1,1,32,1,0,0,0.3333333333333333,0,0,0,8.43,4466,4760,0,7,52,0.0,0.11251141552511415
26514,1,5,1,2,1,0,0,0,1,4,0,0,0,0.3333333333333333,0,2,1,8.54,5218,11330,0,5,38,0.0,0.11251141552511415
26516,1,5,1,2,1,0,3,1,1,47,0,0,0,0.3333333333333333,1,2,1,8.17,3513,18696,0,4,53,0.0,0.11251141552511415
26517,1,5,1,2,1,0,3,1,1,31,0,0,0,0.3333333333333333,0,2,1,8.43,4869,15148,0,7,47,0.0,0.11251141552511415
26518,1,5,1,2,1,0,3,1,1,11,0,0,0,0.0,0,2,1,8.92,2164,6448,0,7,37,0.0,0.0
26519,1,5,1,2,1,0,3,1,1,46,1,0,0,0.0,1,2,1,8.47,4964,14678,0,4,61,0.0,0.0
26520,1,5,1,2,1,0,2,1,1,19,0,0,0,0.0,0,2,1,8.6,5047,15361,0,5,60,0.0,0.0
26521,1,5,1,2,1,0,0,1,1,19,0,0,0,0.3333333333333333,0,1,0,8.26,4431,11187,0,4,60,0.0,0.11251141552511415
26529,1,5,1,2,1,0,0,1,1,42,0,0,0,0.3333333333333333,0,2,1,8.47,4869,13321,0,4,46,0.0,0.11251141552511415
26537,1,5,1,2,1,3,3,1,1,47,0,0,0,0.0,0,2,1,9.17,732,23671,0,7,45,0.0,0.0
26546,1,5,1,2,1,0,1,1,1,39,0,0,0,0.0,0,0,1,8.67,5875,9701,0,6,59,0.0,0.0
26557,1,5,1,2,1,0,0,1,0,8,0,0,0,1.0,0,0,0,9.02,1744,7838,1,4,44,0.35714285714285715,0.5923287671232877
26567,1,5,1,2,1,0,3,0,2,28,1,0,0,0.0,0,2,1,8.76,3062,20971,0,5,56,0.0,0.0
26578,1,5,1,2,1,0,0,0,1,26,0,0,0,1.0,0,2,1,8.45,4869,12141,0,9,41,0.0,0.3375342465753425
26585,1,5,1,2,1,0,0,1,1,8,1,0,0,1.0,0,2,1,8.39,4140,14668,0,4,61,0.0,0.3375342465753425
26593,1,5,1,2,1,0,0,1,1,34,0,0,0,0.3333333333333333,0,2,1,8.39,4869,21644,0,7,50,0.0,0.11251141552511415
26604,1,5,1,2,1,3,0,1,1,47,1,0,0,0.0,1,2,1,9.35,2642,18226,0,4,56,0.0,0.0
26615,1,5,1,2,1,0,3,1,1,13,0,0,0,0.0,0,0,0,9.34,3996,9271,0,6,44,0.0,0.0
26629,1,5,1,2,1,3,1,0,1,8,1,0,0,1.0,1,2,1,9.35,2204,12694,0,8,51,0.0,0.3375342465753425
26630,1,5,1,2,1,0,0,1,1,38,1,0,0,1.0,1,2,1,8.6,5562,18377,0,6,43,0.0,0.3375342465753425
26631,1,5,1,2,1,0,3,1,1,21,0,0,0,0.0,0,1,0,8.57,5402,21972,0,4,43,0.0,0.0
26634,1,5,1,2,1,0,0,0,1,38,0,0,0,1.0,0,2,1,8.68,4219,5641,0,7,45,0.0,0.3375342465753425
26644,1,5,1,2,1,0,3,1,1,31,0,0,0,0.3333333333333333,0,2,1,9.08,2112,16281,0,6,60,0.0,0.11251141552511415
26655,1,5,1,2,1,0,3,1,1,43,0,0,0,1.0,1,2,1,8.52,0,19084,0,4,55,0.0,0.3375342465753425
26665,1,5,1,2,1,0,0,1,1,31,0,0,0,0.3333333333333333,0,2,1,8.5,5454,16826,0,7,58,0.0,0.11251141552511415
26685,1,5,1,2,1,3,3,1,1,31,0,0,0,0.3333333333333333,0,2,1,8.54,5454,21118,0,7,42,0.0,0.11251141552511415
26695,1,5,1,2,1,0,0,0,1,51,0,0,0,0.0,0,0,0,9.17,1262,15122,0,9,56,0.0,0.0
26704,1,5,1,2,1,3,0,1,2,8,0,0,0,0.0,1,2,1,8.2,6646,38124,1,2,59,0.6428571428571429,0.45863013698630145
26714,1,5,1,2,1,0,0,0,1,7,0,0,0,1.0,0,2,1,7.94,4525,9023,0,7,40,0.0,0.3375342465753425
26723,1,5,1,2,1,0,3,1,1,49,1,0,0,1.0,1,2,1,8.43,4964,26298,0,7,47,0.0,0.3375342465753425
26733,1,5,1,2,1,0,3,1,1,13,0,0,0,0.0,1,2,1,9.1,732,17134,0,9,55,0.0,0.0
26740,1,5,1,2,1,0,0,0,1,38,0,0,0,0.0,0,2,1,8.56,10035,7470,0,4,50,0.0,0.0
26747,1,5,1,2,1,0,3,1,1,11,0,0,0,1.0,1,0,0,8.43,4964,21301,0,7,44,0.0,0.3375342465753425
26755,1,5,1,2,1,0,3,1,1,2,1,1,0,0.3333333333333333,0,0,1,7.79,4525,12553,0,4,50,0.0,0.11251141552511415
26757,1,5,1,2,1,0,3,1,1,2,1,1,0,0.3333333333333333,0,2,1,7.79,4525,12553,0,3,46,0.0,0.11251141552511415
26758,1,5,1,2,1,0,3,1,1,47,0,0,0,0.0,0,2,1,8.51,5454,12618,0,4,37,0.0,0.0
26759,1,5,1,2,1,0,3,1,1,9,1,0,0,0.0,1,3,0,8.76,5421,20977,0,5,57,0.0,0.0
26760,1,5,1,2,1,0,3,1,1,47,0,0,0,0.0,1,2,1,8.44,4869,20587,0,7,42,0.0,0.0
26761,1,5,1,2,1,0,0,1,1,34,0,0,0,1.0,1,2,1,8.43,4869,14831,0,7,47,0.0,0.3375342465753425
26762,1,5,1,2,1,0,3,0,1,26,1,1,0,1.0,0,2,1,8.28,6892,6018,1,7,54,0.7142857142857143,0.8471232876712329
26763,1,5,1,2,1,0,0,1,1,31,0,1,0,0.3333333333333333,0,2,1,8.45,4964,12798,0,5,53,0.0,0.11251141552511415
26767,1,5,1,2,1,0,0,1,1,31,0,1,0,0.3333333333333333,0,3,0,8.45,4964,12798,0,5,42,0.0,0.11251141552511415
26778,1,5,1,2,1,3,3,1,1,31,0,0,0,0.3333333333333333,0,0,0,9.14,732,8270,0,9,58,0.0,0.11251141552511415
26788,1,5,1,2,1,0,0,0,1,47,0,0,0,0.0,0,2,1,9.1,764,0,0,7,48,0.0,0.0
26797,1,5,1,2,1,0,0,1,1,7,0,0,0,0.3333333333333333,0,2,1,8.6,3207,20482,0,6,58,0.0,0.11251141552511415
26802,1,5,1,2,1,3,0,0,2,2,0,0,0,0.3333333333333333,0,2,1,8.51,5658,12550,0,7,43,0.0,0.11251141552511415
26813,1,5,1,2,1,3,3,0,1,31,1,0,0,1.0,1,0,1,8.68,4311,21655,0,7,61,0.0,0.3375342465753425
26824,1,5,1,2,1,0,0,1,1,2,1,0,0,1.0,0,2,1,8.68,3115,7949,0,5,40,0.0,0.3375342465753425
26847,1,5,1,2,1,0,0,1,1,28,0,0,0,0.0,0,0,1,8.76,3146,15018,0,5,71,0.0,0.0
26856,1,5,1,2,1,0,0,1,0,8,0,0,0,1.0,1,1,0,8.6,4267,23790,1,7,51,0.42857142857142855,0.6432876712328767
26865,1,5,1,2,1,0,0,1,2,48,0,0,0,1.0,0,0,0,8.68,4311,8899,0,7,47,0.0,0.3375342465753425
26902,1,5,1,2,1,3,0,0,2,44,1,0,0,0.3333333333333333,1,2,1,8.52,5658,15871,0,4,52,0.0,0.11251141552511415
26911,1,5,1,2,1,0,0,0,1,34,1,0,0,0.0,1,2,1,9.1,764,7454,0,7,60,0.0,0.0
26922,1,5,1,2,1,3,3,1,1,20,0,0,0,0.0,0,2,1,8.56,5400,10409,0,4,51,0.0,0.0
26940,1,5,1,2,1,0,0,1,1,47,1,0,0,1.0,1,0,0,8.67,2293,13543,1,4,38,0.5,0.6942465753424658
26949,1,5,1,2,1,3,3,1,1,22,0,0,0,0.3333333333333333,0,3,0,8.51,5584,21738,0,6,55,0.0,0.11251141552511415
26960,1,5,1,2,1,0,0,1,1,47,0,0,0,0.0,0,2,1,8.67,2293,0,0,4,70,0.0,0.0
26968,1,5,1,2,1,0,0,1,2,19,0,0,0,0.3333333333333333,0,2,1,8.52,6872,15575,0,9,38,0.0,0.11251141552511415
26978,1,5,1,2,1,3,3,1,1,11,0,0,0,0.0,0,2,1,8.76,2962,20601,0,8,61,0.0,0.0
26989,1,5,1,2,1,0,0,0,1,34,1,0,0,0.0,1,0,1,9.2,764,20975,0,9,48,0.0,0.0
26996,1,5,1,2,1,0,0,0,2,17,0,0,0,0.0,0,2,1,8.51,5584,15661,0,6,62,0.0,0.0
27006,1,5,1,2,1,3,3,1,1,2,0,0,0,0.3333333333333333,0,2,1,8.51,5658,20077,0,7,43,0.0,0.11251141552511415
27014,1,5,1,2,1,0,3,1,1,2,0,0,0,0.0,0,0,1,8.6,3121,12327,0,6,62,0.0,0.0
27023,1,5,1,2,1,3,0,1,0,42,0,0,0,0.0,1,2,1,8.98,2123,14708,0,9,37,0.0,0.0
27034,1,5,1,2,1,0,3,1,1,31,0,0,0,0.3333333333333333,0,2,1,9.21,764,17799,0,4,62,0.0,0.11251141552511415
27043,1,5,1,2,1,0,0,0,2,16,0,0,0,0.0,1,1,0,8.68,4127,7868,0,7,50,0.0,0.0
27053,1,5,1,2,1,0,0,1,1,31,0,1,0,0.3333333333333333,0,0,0,9.02,2144,6420,0,5,57,0.0,0.11251141552511415
27063,1,5,1,2,1,0,3,1,1,31,0,0,0,1.0,0,0,0,9.05,1960,18269,1,9,62,0.5,0.6942465753424658
27074,1,5,1,2,1,0,3,1,1,39,1,0,0,0.0,0,0,0,9.08,2144,14912,0,7,41,0.0,0.0
27085,1,5,1,2,1,3,0,1,1,42,0,0,0,0.0,1,2,1,8.43,7573,41727,1,5,51,0.7142857142857143,0.5095890410958904
27096,1,5,1,2,1,3,3,1,1,10,0,0,0,0.0,0,2,1,8.6,5378,12815,0,7,58,0.0,0.0
27104,1,5,1,2,1,0,3,1,1,25,0,0,0,0.0,0,2,1,9.03,2144,4296,0,6,31,0.0,0.0
27112,1,5,1,2,1,3,0,1,0,16,0,0,0,0.0,1,2,1,8.52,5501,14166,1,7,46,0.7142857142857143,0.5095890410958904
27121,1,5,1,2,1,3,0,1,1,31,0,0,0,1.0,1,2,1,8.35,2287,25670,0,5,46,0.0,0.3375342465753425
27129,1,5,1,2,1,0,0,1,1,4,0,0,0,0.0,0,2,1,8.52,5860,11162,0,5,56,0.0,0.0
27137,1,5,1,2,1,0,0,1,1,34,0,0,0,0.0,0,2,1,8.42,3373,11419,0,4,21,0.0,0.0
27145,1,5,1,2,1,0,0,1,1,32,1,0,0,0.3333333333333333,0,2,1,8.54,6578,7100,0,7,46,0.0,0.11251141552511415
27151,1,5,1,2,1,0,0,1,1,10,0,0,0,0.0,0,2,1,9.12,1145,38731,0,11,48,0.0,0.0
27155,1,5,1,2,1,0,3,1,1,29,0,0,0,0.0,0,2,1,8.68,3431,38712,0,1,49,0.0,0.0
27156,1,5,1,2,1,3,0,1,1,42,0,0,0,0.3333333333333333,1,2,1,8.51,2287,14254,0,8,54,0.0,0.11251141552511415
27157,1,5,1,2,1,3,3,1,1,31,0,0,0,0.0,0,2,1,8.51,6464,10912,0,9,47,0.0,0.0
27158,1,5,1,2,1,3,3,1,1,31,0,0,0,0.3333333333333333,0,2,1,8.52,6464,0,0,6,48,0.0,0.11251141552511415
27165,1,5,1,2,1,0,3,1,1,34,0,0,0,1.0,0,0,0,9.03,2144,28625,0,6,56,0.0,0.3375342465753425
27184,1,5,1,2,1,0,3,1,1,13,0,0,0,0.0,0,2,1,8.76,2962,8268,0,7,38,0.0,0.0
27194,1,5,1,2,1,3,3,0,1,31,0,0,0,0.3333333333333333,0,0,0,9.01,1776,14645,0,8,39,0.0,0.11251141552511415
27204,1,5,1,2,1,0,0,0,1,32,1,0,0,1.0,1,2,1,8.93,2123,13178,1,4,45,0.42857142857142855,0.6432876712328767
27212,1,5,1,2,1,0,0,1,1,31,0,0,0,1.0,0,2,1,9.04,2144,21387,1,7,49,0.5714285714285714,0.7452054794520548
27222,1,5,1,2,1,0,3,1,1,28,0,0,0,0.0,1,0,0,8.85,2123,22709,0,6,51,0.0,0.0
27230,1,5,1,2,1,3,3,1,1,31,0,0,0,0.3333333333333333,0,0,0,8.47,8140,15608,0,7,49,0.0,0.11251141552511415
27240,1,5,1,2,1,0,3,1,1,11,0,0,0,0.0,0,1,0,8.89,4151,8753,0,4,59,0.0,0.0
27249,1,5,1,2,1,0,0,1,1,4,0,0,0,0.0,0,0,1,9.1,764,24728,0,8,58,0.0,0.0
27258,1,5,1,2,1,3,0,1,1,1,0,0,0,0.3333333333333333,0,1,1,8.47,2287,15516,0,8,50,0.0,0.11251141552511415
27263,1,5,1,2,1,0,0,1,1,4,0,0,0,1.0,0,0,0,8.96,2123,16800,0,4,55,0.0,0.3375342465753425
27264,1,5,1,2,1,0,3,1,1,25,0,0,0,1.0,0,2,1,8.44,5777,7668,1,8,56,0.6428571428571429,0.796164383561644
27266,1,5,1,2,1,3,0,1,2,11,0,0,0,0.3333333333333333,0,2,1,8.51,2287,17877,0,6,58,0.0,0.11251141552511415
27271,1,5,1,2,1,0,3,1,1,30,0,0,0,0.0,1,0,1,8.43,5049,11603,0,4,53,0.0,0.0
27281,1,5,1,2,1,0,3,1,1,35,0,0,0,0.3333333333333333,1,0,0,8.51,5658,22707,0,7,47,0.0,0.11251141552511415
27302,1,5,1,2,1,0,3,0,1,48,0,0,0,0.0,0,2,1,8.45,5049,25565,0,6,51,0.0,0.0
27309,1,5,1,2,1,3,0,1,1,47,0,0,0,1.0,1,2,1,8.49,5126,19988,1,5,43,0.42857142857142855,0.6432876712328767
27320,1,5,1,2,1,3,3,1,1,42,0,0,0,1.0,0,2,1,8.51,5658,0,1,7,66,0.5,0.6942465753424658
