CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad Cliente,Tiempo,COMBO_ZONA_TIEMPO
0,0,0,0,1,1,0,0,1,1,4,1,0,0,0.0,0,2,1,2.08,2892,0,0,2,18,0.0,0.0
9300,0,0,0,1,1,0,0,0,1,46,0,0,0,0.0,1,3,0,2.45,1376,7187,0,2,53,0.0,0.0
17499,0,0,0,1,1,3,0,1,1,29,0,0,0,0.3333333333333333,0,3,0,2.51,1376,0,1,4,21,0.21428571428571427,0.2653881278538813
25780,0,0,0,1,1,2,0,0,1,31,1,0,0,0.3333333333333333,1,2,1,2.43,2015,7256,1,4,48,0.35714285714285715,0.3673059360730594
34844,0,0,0,1,1,2,0,0,2,40,1,0,1,1.0,0,3,0,2.3,1818,0,1,3,21,0.21428571428571427,0.4904109589041095
40549,0,0,0,1,1,2,0,0,1,4,1,0,0,0.3333333333333333,1,1,0,2.43,2015,11293,0,2,56,0.0,0.11251141552511415
41472,0,0,0,1,1,2,0,1,1,31,1,0,0,0.3333333333333333,0,3,1,2.48,2015,0,0,1,24,0.0,0.11251141552511415
42352,0,0,0,1,1,2,0,1,1,38,1,0,0,0.0,1,3,0,2.44,1560,754,0,2,51,0.0,0.0
43244,0,0,0,1,1,0,0,1,1,4,0,0,0,1.0,1,3,0,2.43,1376,12177,1,1,44,0.35714285714285715,0.5923287671232877
1,0,0,0,1,1,3,0,1,1,26,1,0,0,0.3333333333333333,0,3,0,2.52,2892,0,1,1,20,0.2857142857142857,0.3163470319634703
960,0,0,0,1,1,2,3,1,1,31,1,0,0,1.0,0,1,0,2.02,2015,0,1,1,32,0.2857142857142857,0.5413698630136986
1876,0,0,0,1,1,0,0,1,1,31,0,0,0,1.0,0,2,1,2.19,1376,0,0,1,21,0.0,0.3375342465753425
2797,0,0,0,1,1,3,0,0,2,8,1,0,0,1.0,1,1,0,2.52,2892,7918,0,1,52,0.0,0.3375342465753425
3762,0,0,0,1,1,3,3,1,1,38,1,0,0,1.0,1,1,0,2.36,2892,17967,1,1,55,0.5714285714285714,0.7452054794520548
4708,0,0,0,1,1,0,2,0,1,31,1,0,0,0.3333333333333333,1,1,0,2.36,2892,14527,1,2,27,0.5,0.46922374429223745
5623,0,0,0,1,1,0,3,0,1,46,0,0,0,0.0,0,0,0,2.1,1376,0,0,1,18,0.0,0.0
7375,0,0,0,1,1,2,0,1,1,21,1,0,0,1.0,1,2,1,2.51,2015,7123,0,2,51,0.0,0.3375342465753425
8327,0,0,0,1,1,3,0,0,1,8,0,0,0,0.0,1,2,1,2.42,1376,11544,0,2,54,0.0,0.0
9301,0,0,0,1,1,2,0,1,1,48,1,0,0,1.0,1,2,1,2.36,2015,4535,1,1,38,0.2857142857142857,0.5413698630136986
10242,0,0,0,1,1,0,0,1,1,13,1,0,0,1.0,1,2,1,2.41,2892,10806,0,1,46,0.0,0.3375342465753425
11161,0,0,0,1,1,0,0,0,1,47,0,0,0,1.0,1,3,0,2.52,2594,6219,1,1,37,0.35714285714285715,0.5923287671232877
12077,0,0,0,1,1,0,3,1,1,27,0,0,0,0.3333333333333333,0,1,0,2.06,3036,0,0,1,31,0.0,0.11251141552511415
12941,0,0,0,1,1,2,0,0,1,8,1,0,0,1.0,1,2,1,2.33,3233,5550,0,1,54,0.0,0.3375342465753425
13862,0,0,0,1,1,3,0,0,1,25,0,0,0,0.0,1,3,0,2.32,2594,6684,0,2,45,0.0,0.0
14778,0,0,0,1,1,3,0,0,1,8,1,0,0,0.0,0,2,1,2.21,1376,0,0,1,21,0.0,0.0
16634,0,0,0,1,1,3,0,0,1,38,1,0,0,1.0,0,3,0,2.23,2892,0,1,2,26,0.2857142857142857,0.5413698630136986
16896,0,0,0,1,1,2,3,1,1,8,1,0,0,1.0,0,1,0,2.37,2015,0,0,1,23,0.0,0.3375342465753425
17500,0,0,0,1,1,3,0,0,1,51,1,0,0,1.0,1,2,1,2.45,2594,2281,0,2,23,0.0,0.3375342465753425
18107,0,0,0,1,1,3,0,0,1,2,0,0,0,0.3333333333333333,1,2,1,2.33,2594,9472,0,1,38,0.0,0.11251141552511415
18898,0,0,0,1,1,2,0,1,1,8,1,0,0,0.3333333333333333,1,2,1,2.35,3233,17032,0,2,32,0.0,0.11251141552511415
19692,0,0,0,1,1,2,0,1,1,31,1,0,1,0.3333333333333333,0,3,0,1.79,1590,0,1,1,26,0.21428571428571427,0.2653881278538813
20548,0,0,0,1,1,0,0,0,1,31,1,0,0,1.0,1,1,0,2.41,4720,15105,1,1,49,0.6428571428571429,0.796164383561644
22209,0,0,0,1,1,0,0,0,1,7,0,0,0,0.0,1,3,0,2.47,2594,13303,1,1,57,0.5,0.3567123287671233
23964,0,0,0,1,1,0,3,1,2,28,0,0,0,0.0,1,2,1,2.43,2594,18774,0,2,39,0.0,0.0
24840,0,0,0,1,1,2,3,0,1,31,0,0,1,1.0,0,3,0,1.89,2169,0,1,2,27,0.2857142857142857,0.5413698630136986
25781,0,0,0,1,1,2,3,0,2,26,1,0,0,0.0,0,3,0,2.25,3233,0,0,2,19,0.0,0.0
26602,0,0,0,1,1,2,0,1,1,16,0,0,1,0.0,0,1,0,1.85,2169,0,0,1,29,0.0,0.0
27346,0,0,0,1,1,0,0,1,1,26,0,0,0,0.0,1,2,1,2.31,2594,13218,0,1,52,0.0,0.0
28235,0,0,0,1,1,2,2,0,1,30,1,0,0,0.0,0,2,1,2.0,2228,0,0,1,19,0.0,0.0
29207,0,0,0,1,1,3,3,1,1,31,1,0,0,1.0,1,0,0,2.34,4720,11844,1,2,60,0.6428571428571429,0.796164383561644
30136,0,0,0,1,1,2,0,0,1,31,1,0,1,1.0,0,3,0,2.0,2594,0,1,2,23,0.2857142857142857,0.5413698630136986
31068,0,0,0,1,1,0,0,1,1,31,0,0,0,0.3333333333333333,0,3,1,2.06,2594,0,0,1,30,0.0,0.11251141552511415
32032,0,0,0,1,1,2,3,1,1,6,1,0,0,1.0,0,3,0,2.0,2228,0,1,1,27,0.2857142857142857,0.5413698630136986
33086,0,0,0,1,1,2,3,1,2,31,1,0,1,1.0,0,3,0,2.39,2594,0,1,2,28,0.2857142857142857,0.5413698630136986
34845,0,0,0,1,1,3,0,0,1,49,1,0,0,1.0,1,3,0,2.5,4720,14663,1,2,37,0.6428571428571429,0.796164383561644
35019,0,0,0,1,1,1,0,1,1,42,0,0,0,0.0,0,1,0,2.04,2594,0,0,1,30,0.0,0.0
35909,0,0,0,1,1,2,3,0,1,38,1,0,0,0.3333333333333333,1,2,1,2.51,5227,5865,1,2,60,0.5714285714285714,0.5201826484018265
36740,0,0,0,1,1,2,0,0,1,20,1,0,0,0.3333333333333333,1,2,1,2.33,5677,22231,1,1,26,0.5,0.46922374429223745
37311,0,0,0,1,1,0,0,1,1,15,0,0,0,1.0,0,2,1,2.39,2594,0,0,1,28,0.0,0.3375342465753425
38793,0,0,0,1,1,2,1,0,1,31,1,0,0,1.0,0,2,1,2.12,3233,0,0,2,30,0.0,0.3375342465753425
39602,0,0,0,1,1,2,0,0,1,49,1,0,0,1.0,1,3,0,2.36,3233,7998,1,2,29,0.42857142857142855,0.6432876712328767
40356,0,0,0,1,1,3,2,0,1,47,0,0,0,0.0,1,3,0,2.39,2594,24347,0,1,53,0.0,0.0
40471,0,0,0,1,1,2,3,1,1,47,1,0,0,0.3333333333333333,0,1,0,2.17,3233,0,0,1,30,0.0,0.11251141552511415
40550,0,0,0,1,1,0,0,0,1,2,1,0,0,0.3333333333333333,0,0,0,2.12,2594,0,0,1,23,0.0,0.11251141552511415
40647,0,0,0,1,1,0,0,1,1,12,0,0,0,0.3333333333333333,0,3,0,1.98,1590,0,0,0,29,0.0,0.11251141552511415
40740,0,0,0,1,1,0,0,0,1,31,0,0,0,1.0,0,3,0,2.41,2594,0,1,1,31,0.2857142857142857,0.5413698630136986
40828,0,0,0,1,1,0,0,0,1,7,0,0,0,0.3333333333333333,0,3,0,2.35,2594,0,0,2,26,0.0,0.11251141552511415
40923,0,0,0,1,1,0,3,1,1,8,0,0,0,1.0,0,3,0,2.29,2594,0,1,2,30,0.2857142857142857,0.5413698630136986
41019,0,0,0,1,1,0,3,1,1,31,1,0,0,1.0,0,3,0,2.3,4720,0,1,2,29,0.42857142857142855,0.6432876712328767
41113,0,0,0,1,1,2,0,1,1,2,1,0,0,0.3333333333333333,0,3,0,2.17,3233,0,0,2,32,0.0,0.11251141552511415
41303,0,0,0,1,1,2,3,0,1,31,1,0,0,0.3333333333333333,1,0,0,2.33,5677,4186,1,2,58,0.5714285714285714,0.5201826484018265
41386,0,0,0,1,1,0,0,0,2,28,0,0,0,1.0,1,3,0,2.45,2594,6207,0,2,60,0.0,0.3375342465753425
41473,0,0,0,1,1,2,0,0,1,36,1,0,0,1.0,0,2,1,2.37,3233,0,1,1,26,0.35714285714285715,0.5923287671232877
41565,0,0,0,1,1,3,0,0,1,35,1,0,0,0.3333333333333333,0,2,1,2.35,4720,0,1,1,22,0.42857142857142855,0.4182648401826484
41656,0,0,0,1,1,3,0,0,1,18,1,0,0,0.0,1,0,0,2.45,4720,6124,1,2,37,0.5714285714285714,0.40767123287671236
41745,0,0,0,1,1,2,0,1,1,31,1,0,0,1.0,0,1,0,2.12,2777,0,1,0,22,0.2857142857142857,0.5413698630136986
41835,0,0,0,1,1,2,0,0,1,18,1,0,0,0.0,1,3,0,2.43,3850,6580,1,1,18,0.5,0.3567123287671233
41924,0,0,0,1,1,3,0,0,1,32,0,0,0,0.3333333333333333,1,0,1,2.47,1376,9646,0,1,50,0.0,0.11251141552511415
42009,0,0,0,1,1,3,0,0,2,24,1,0,0,0.3333333333333333,1,2,1,2.29,1376,4923,0,1,29,0.0,0.11251141552511415
42098,0,0,0,1,1,3,2,0,1,21,0,0,0,0.0,1,2,1,2.46,2594,9150,0,2,46,0.0,0.0
42182,0,0,0,1,1,0,0,1,1,8,0,0,0,1.0,1,3,0,2.21,1376,9780,1,2,50,0.35714285714285715,0.5923287671232877
42266,0,0,0,1,1,2,0,0,1,18,1,0,0,0.0,0,3,0,2.39,3850,0,1,2,18,0.35714285714285715,0.2547945205479452
42353,0,0,0,1,1,3,0,1,1,7,1,0,0,0.3333333333333333,0,0,0,1.77,3213,0,1,1,20,0.35714285714285715,0.3673059360730594
42439,0,0,0,1,1,1,1,1,1,8,1,0,0,0.0,1,1,0,2.35,2594,10219,0,2,45,0.0,0.0
42533,0,0,0,1,1,2,0,0,1,2,1,0,0,0.0,1,2,1,2.44,2015,5569,0,2,49,0.0,0.0
42626,0,0,0,1,1,3,0,0,1,51,0,0,0,0.3333333333333333,1,2,1,2.42,1376,20876,0,1,19,0.0,0.11251141552511415
42709,0,0,0,1,1,2,0,0,1,31,1,0,0,0.3333333333333333,1,2,1,2.45,2015,25550,0,2,45,0.0,0.11251141552511415
42801,0,0,0,1,1,0,0,0,1,34,0,0,0,0.0,1,3,0,2.45,1376,18674,0,2,58,0.0,0.0
42889,0,0,0,1,1,0,0,0,1,4,0,0,0,0.0,0,2,1,2.39,1376,0,0,2,25,0.0,0.0
42983,0,0,0,1,1,2,0,0,1,47,1,0,0,1.0,1,1,0,2.45,2015,10132,0,2,42,0.0,0.3375342465753425
43073,0,0,0,1,1,0,3,0,1,25,1,0,0,0.3333333333333333,1,3,0,2.39,2892,14797,1,2,54,0.5,0.46922374429223745
43164,0,0,0,1,1,0,3,0,1,26,0,0,0,0.0,0,0,0,2.02,1376,0,1,0,26,0.21428571428571427,0.15287671232876712
43334,0,0,0,1,1,0,0,1,1,31,1,0,0,1.0,1,2,1,2.48,2208,6428,1,2,46,0.35714285714285715,0.5923287671232877
43417,0,0,0,1,1,3,0,1,1,38,1,0,0,0.3333333333333333,1,3,0,2.39,2892,30078,1,2,60,0.35714285714285715,0.3673059360730594
43590,0,0,0,1,1,2,0,1,1,31,0,0,1,1.0,0,3,0,1.76,2169,0,1,1,25,0.2857142857142857,0.5413698630136986
43679,0,0,0,1,1,2,3,1,1,31,1,0,1,0.3333333333333333,1,1,0,2.39,1376,17003,0,1,46,0.0,0.11251141552511415
2,0,0,0,1,1,2,1,0,1,18,1,0,1,0.0,1,3,0,2.26,920,20320,0,2,62,0.0,0.0
102,0,0,0,1,1,2,0,1,1,7,1,0,0,0.0,0,2,1,2.43,3850,0,1,2,21,0.35714285714285715,0.2547945205479452
193,0,0,0,1,1,2,3,1,1,40,1,0,1,1.0,0,3,0,2.16,3555,0,1,1,18,0.35714285714285715,0.5923287671232877
390,0,0,0,1,1,3,0,1,0,27,0,0,0,1.0,0,2,1,2.02,1362,0,1,1,18,0.21428571428571427,0.4904109589041095
488,0,0,0,1,1,2,3,0,1,40,1,0,0,0.0,1,3,0,2.43,3168,4105,1,2,42,0.42857142857142855,0.30575342465753425
586,0,0,0,1,1,2,0,0,2,30,1,0,0,1.0,1,3,0,2.35,1560,13844,1,1,61,0.42857142857142855,0.6432876712328767
685,0,0,0,1,1,0,3,0,1,47,0,0,0,1.0,0,2,1,2.27,1376,0,1,2,29,0.21428571428571427,0.4904109589041095
778,0,0,0,1,1,0,0,0,1,40,0,0,0,1.0,1,2,1,2.39,1818,6847,0,1,23,0.0,0.3375342465753425
872,0,0,0,1,1,3,0,0,1,40,1,0,0,0.3333333333333333,0,3,0,2.27,3555,0,1,1,22,0.35714285714285715,0.3673059360730594
961,0,0,0,1,1,3,3,1,1,7,1,0,0,0.0,1,2,1,2.46,2892,10025,1,1,39,0.42857142857142855,0.30575342465753425
1048,0,0,0,1,1,2,3,0,1,38,1,0,0,0.0,1,3,0,2.29,2015,5622,0,1,38,0.0,0.0
1223,0,0,0,1,1,2,3,0,1,24,0,0,1,0.0,0,3,0,1.83,2169,0,0,1,30,0.0,0.0
1318,0,0,0,1,1,2,0,1,1,18,1,0,0,1.0,0,2,1,2.01,2228,0,0,0,28,0.0,0.3375342465753425
1418,0,0,0,1,1,2,0,0,1,2,1,0,0,1.0,1,2,1,2.33,2015,8339,0,1,59,0.0,0.3375342465753425
1512,0,0,0,1,1,3,0,1,1,40,0,0,0,0.0,1,3,0,2.26,2727,35494,1,2,44,0.35714285714285715,0.2547945205479452
1605,0,0,0,1,1,2,1,0,1,8,1,0,0,1.0,0,3,0,2.44,3850,0,1,2,28,0.35714285714285715,0.5923287671232877
1705,0,0,0,1,1,2,1,0,1,8,1,0,0,1.0,1,2,1,2.29,2015,10339,0,2,53,0.0,0.3375342465753425
1790,0,0,0,1,1,3,3,1,1,40,0,0,0,1.0,0,1,0,1.85,2031,0,1,1,22,0.2857142857142857,0.5413698630136986
1877,0,0,0,1,1,2,3,1,2,40,1,0,0,0.0,0,1,0,2.1,2456,0,0,0,21,0.0,0.0
1960,0,0,0,1,1,3,3,0,2,40,0,0,0,0.0,0,3,0,2.11,1818,0,0,1,22,0.0,0.0
2048,0,0,0,1,1,2,3,0,1,7,1,0,0,0.0,0,2,1,2.31,2015,0,0,1,23,0.0,0.0
2233,0,0,0,1,1,2,0,0,1,7,1,0,0,0.3333333333333333,0,3,0,1.93,2228,0,0,0,27,0.0,0.11251141552511415
2417,0,0,0,1,1,2,0,0,1,7,1,0,1,1.0,1,2,1,2.52,3271,9477,1,2,48,0.5,0.6942465753424658
2514,0,0,0,1,1,0,0,0,1,26,0,0,0,1.0,1,3,0,2.42,1376,8616,0,2,37,0.0,0.3375342465753425
2605,0,0,0,1,1,1,0,1,1,8,0,0,0,0.3333333333333333,0,3,0,1.93,1590,0,0,0,18,0.0,0.11251141552511415
2887,0,0,0,1,1,0,0,0,1,7,0,0,0,1.0,1,2,1,2.43,920,15224,0,1,57,0.0,0.3375342465753425
3082,0,0,0,1,1,0,0,1,1,40,1,0,0,0.3333333333333333,1,3,0,2.37,2870,10237,1,1,50,0.42857142857142855,0.4182648401826484
3178,0,0,0,1,1,3,0,0,1,26,0,0,1,0.3333333333333333,0,0,0,1.8,2385,0,1,2,29,0.2857142857142857,0.3163470319634703
3275,0,0,0,1,1,0,0,0,2,18,1,0,0,1.0,0,3,0,2.43,1376,0,0,1,18,0.0,0.3375342465753425
3371,0,0,0,1,1,2,0,1,1,8,1,0,0,1.0,1,3,0,2.35,2015,13606,1,1,60,0.42857142857142855,0.6432876712328767
3472,0,0,0,1,1,0,0,1,1,13,0,0,0,1.0,0,2,1,2.24,1376,0,1,2,27,0.21428571428571427,0.4904109589041095
3572,0,0,0,1,1,0,3,0,1,9,1,0,0,0.0,1,2,1,2.44,2892,16300,0,1,41,0.0,0.0
3665,0,0,0,1,1,3,2,1,1,44,0,0,0,1.0,1,2,1,2.37,920,22763,0,2,46,0.0,0.3375342465753425
3763,0,0,0,1,1,0,0,0,1,31,0,0,0,1.0,1,3,0,2.46,920,3326,1,1,41,0.21428571428571427,0.4904109589041095
3850,0,0,0,1,1,2,3,0,1,27,1,0,0,0.0,0,0,0,2.24,2002,0,0,2,29,0.0,0.0
3943,0,0,0,1,1,2,0,1,1,18,1,0,0,1.0,0,3,0,2.22,1560,0,0,1,19,0.0,0.3375342465753425
4033,0,0,0,1,1,0,0,0,1,27,0,0,0,0.3333333333333333,1,2,1,2.35,1818,9544,0,2,49,0.0,0.11251141552511415
4117,0,0,0,1,1,2,3,1,1,8,0,0,1,1.0,0,3,0,1.83,2169,0,1,2,26,0.2857142857142857,0.5413698630136986
4311,0,0,0,1,1,2,3,0,2,40,1,0,0,1.0,0,3,0,1.95,2670,0,1,1,26,0.2857142857142857,0.5413698630136986
4509,0,0,0,1,1,0,0,1,2,31,1,0,0,0.3333333333333333,0,3,0,2.45,2892,0,1,2,28,0.2857142857142857,0.3163470319634703
4610,0,0,0,1,1,3,3,1,1,15,1,0,0,0.0,0,2,1,2.22,2208,0,1,2,32,0.2857142857142857,0.20383561643835618
4709,0,0,0,1,1,2,0,1,1,8,1,0,0,1.0,0,2,1,1.9,2228,0,0,1,18,0.0,0.3375342465753425
4812,0,0,0,1,1,2,0,0,1,8,1,0,0,0.3333333333333333,1,3,0,2.39,3850,6988,1,2,54,0.5,0.46922374429223745
4917,0,0,0,1,1,2,0,0,1,47,1,0,0,0.3333333333333333,0,2,1,2.18,2015,0,0,2,23,0.0,0.11251141552511415
5009,0,0,0,1,1,0,0,1,1,8,0,0,0,1.0,0,2,1,1.91,1590,0,0,2,24,0.0,0.3375342465753425
5104,0,0,0,1,1,3,0,1,1,31,0,0,0,0.3333333333333333,0,3,0,2.35,1376,0,0,2,29,0.0,0.11251141552511415
5202,0,0,0,1,1,2,0,1,2,8,0,0,1,1.0,0,2,1,1.8,3254,0,0,0,28,0.0,0.3375342465753425
5300,0,0,0,1,1,2,0,1,1,8,1,0,0,0.0,1,3,0,2.31,2015,7006,0,2,46,0.0,0.0
5404,0,0,0,1,1,0,3,1,1,8,0,0,0,0.3333333333333333,0,3,0,2.04,1376,0,0,2,24,0.0,0.11251141552511415
5591,0,0,0,1,1,0,0,0,1,42,1,0,0,1.0,0,2,1,2.23,4720,0,0,2,31,0.0,0.3375342465753425
5624,0,0,0,1,1,0,0,1,1,8,0,0,0,0.3333333333333333,0,1,0,2.17,1376,0,0,1,25,0.0,0.11251141552511415
5788,0,0,0,1,1,2,0,1,1,31,1,0,1,0.0,1,3,0,2.24,1376,22798,0,2,38,0.0,0.0
5984,0,0,0,1,1,2,0,1,1,31,1,0,0,0.3333333333333333,1,3,0,2.27,2015,20292,0,2,45,0.0,0.11251141552511415
6080,0,0,0,1,1,0,3,1,1,31,0,0,0,0.3333333333333333,0,0,0,2.21,1376,0,0,1,20,0.0,0.11251141552511415
6290,0,0,0,1,1,3,0,1,1,8,0,0,0,1.0,0,0,0,2.22,920,0,0,2,29,0.0,0.3375342465753425
6484,0,0,0,1,1,0,3,0,1,31,0,0,0,1.0,0,0,0,1.9,3213,0,1,2,30,0.35714285714285715,0.5923287671232877
6565,0,0,0,1,1,2,0,1,1,44,0,0,1,0.3333333333333333,0,3,0,1.89,2169,0,0,1,20,0.0,0.11251141552511415
6639,0,0,0,1,1,0,0,0,1,18,0,0,0,0.0,1,3,0,2.34,1376,5249,0,2,41,0.0,0.0
6690,0,0,0,1,1,0,0,0,1,8,0,0,0,0.3333333333333333,0,1,0,1.85,2234,0,0,1,28,0.0,0.11251141552511415
6700,0,0,0,1,1,2,0,1,1,40,1,0,0,1.0,0,2,1,2.14,4513,0,0,2,25,0.0,0.3375342465753425
6789,0,0,0,1,1,3,3,1,1,9,1,0,0,1.0,1,0,0,2.33,1376,12530,1,2,26,0.35714285714285715,0.5923287671232877
6878,0,0,0,1,1,3,0,1,1,40,0,0,0,0.0,1,2,1,2.31,1818,5439,0,2,25,0.0,0.0
6978,0,0,0,1,1,0,3,1,1,31,1,0,0,1.0,1,3,0,2.35,2208,13414,1,2,37,0.42857142857142855,0.6432876712328767
7072,0,0,0,1,1,3,3,0,1,40,0,0,0,1.0,0,0,0,2.35,1818,0,0,2,29,0.0,0.3375342465753425
7172,0,0,0,1,1,2,0,0,1,21,1,0,1,1.0,1,3,0,2.43,1376,2385,1,2,20,0.21428571428571427,0.4904109589041095
7274,0,0,0,1,1,3,0,0,1,40,0,0,0,0.3333333333333333,0,3,0,2.18,1818,0,0,2,31,0.0,0.11251141552511415
7376,0,0,0,1,1,2,0,1,1,38,1,0,0,0.3333333333333333,1,3,0,2.39,3850,9204,1,2,52,0.5,0.46922374429223745
7577,0,0,0,1,1,2,0,1,1,18,1,0,0,1.0,0,1,0,2.27,2015,0,0,1,22,0.0,0.3375342465753425
7766,0,0,0,1,1,3,2,0,1,21,0,0,0,1.0,1,2,1,2.34,2594,6385,0,2,46,0.0,0.3375342465753425
7857,0,0,0,1,1,0,3,1,1,17,0,0,0,0.0,1,1,0,2.39,1376,4727,0,1,39,0.0,0.0
7949,0,0,0,1,1,2,0,0,1,18,1,0,0,0.3333333333333333,1,3,0,2.42,2015,13954,0,1,48,0.0,0.11251141552511415
8042,0,0,0,1,1,0,0,0,1,31,1,0,0,0.3333333333333333,1,3,0,2.42,2892,14000,1,2,38,0.5,0.46922374429223745
8134,0,0,0,1,1,0,2,0,1,47,0,0,0,1.0,0,2,1,2.39,1376,0,0,1,18,0.0,0.3375342465753425
8230,0,0,0,1,1,0,0,0,1,32,1,0,0,1.0,1,1,1,2.39,2892,8957,1,2,48,0.42857142857142855,0.6432876712328767
8328,0,0,0,1,1,2,0,0,1,51,1,0,0,1.0,1,2,1,2.27,1560,6602,0,1,44,0.0,0.3375342465753425
8428,0,0,0,1,1,0,3,0,1,31,1,0,0,1.0,1,1,0,2.35,2208,25046,1,1,62,0.6428571428571429,0.796164383561644
8528,0,0,0,1,1,2,0,1,1,4,1,0,1,1.0,1,2,1,2.42,1376,6048,0,2,37,0.0,0.3375342465753425
8622,0,0,0,1,1,3,0,0,1,15,1,0,0,0.3333333333333333,0,0,0,2.26,2208,0,1,2,19,0.2857142857142857,0.3163470319634703
8815,0,0,0,1,1,3,0,1,1,40,0,0,0,0.0,0,3,0,1.79,2031,0,0,2,22,0.0,0.0
9013,0,0,0,1,1,2,0,0,1,31,1,0,0,1.0,0,3,0,2.3,3850,0,0,1,30,0.0,0.3375342465753425
9106,0,0,0,1,1,2,0,1,1,51,1,0,0,1.0,0,1,1,2.34,2015,0,1,1,24,0.2857142857142857,0.5413698630136986
9205,0,0,0,1,1,3,0,0,1,31,0,0,0,1.0,1,3,0,2.33,1376,1960,1,2,58,0.21428571428571427,0.4904109589041095
9302,0,0,0,1,1,0,0,0,1,42,0,0,0,1.0,1,3,0,2.33,1376,4516,1,1,55,0.2857142857142857,0.5413698630136986
9396,0,0,0,1,1,2,0,1,1,8,1,0,0,1.0,0,2,1,2.35,2015,0,0,1,23,0.0,0.3375342465753425
9492,0,0,0,1,1,2,3,1,1,35,1,0,0,0.3333333333333333,1,3,0,2.28,1560,12196,0,2,44,0.0,0.11251141552511415
9682,0,0,0,1,1,3,3,0,1,31,0,0,0,0.3333333333333333,0,2,1,2.26,1376,0,0,1,21,0.0,0.11251141552511415
9764,0,0,0,1,1,3,0,0,0,36,0,0,0,1.0,0,1,0,1.76,1590,0,1,1,20,0.21428571428571427,0.4904109589041095
9862,0,0,0,1,1,2,0,1,1,51,1,0,0,1.0,0,2,1,1.93,2228,0,1,0,23,0.2857142857142857,0.5413698630136986
9957,0,0,0,1,1,2,0,1,1,49,1,0,0,0.0,0,3,0,1.93,2228,0,0,2,32,0.0,0.0
10048,0,0,0,1,1,2,1,1,1,31,0,0,1,0.3333333333333333,0,3,0,1.88,2169,0,0,1,23,0.0,0.11251141552511415
10243,0,0,0,1,1,0,3,1,1,47,0,0,0,0.3333333333333333,1,2,1,2.29,1376,22275,0,1,52,0.0,0.11251141552511415
10339,0,0,0,1,1,2,0,1,1,25,1,0,1,0.0,0,2,1,2.14,1376,0,0,0,22,0.0,0.0
10430,0,0,0,1,1,3,0,1,1,31,0,0,0,1.0,1,2,1,2.31,1376,14387,0,1,51,0.0,0.3375342465753425
10520,0,0,0,1,1,2,0,1,1,31,1,0,0,0.3333333333333333,1,2,1,2.31,2015,22013,0,1,50,0.0,0.11251141552511415
10782,0,0,0,1,1,1,0,1,1,8,0,0,0,1.0,0,3,0,2.19,1376,0,0,1,27,0.0,0.3375342465753425
10878,0,0,0,1,1,0,0,1,1,11,1,0,0,0.0,0,1,0,1.94,3213,0,0,2,23,0.0,0.0
10979,0,0,0,1,1,2,0,1,1,40,1,0,0,0.0,0,3,0,2.1,2456,0,0,2,23,0.0,0.0
11162,0,0,0,1,1,3,0,1,1,7,0,0,0,1.0,0,3,0,1.76,1590,0,0,1,28,0.0,0.3375342465753425
11259,0,0,0,1,1,2,0,1,1,8,1,0,1,1.0,0,3,0,2.03,1376,0,1,1,18,0.21428571428571427,0.4904109589041095
11351,0,0,0,1,1,2,0,1,1,31,1,0,0,0.3333333333333333,0,0,0,2.33,2015,0,0,2,22,0.0,0.11251141552511415
11444,0,0,0,1,1,0,3,1,1,2,0,0,0,0.0,1,3,0,2.33,1376,9397,0,1,38,0.0,0.0
11546,0,0,0,1,1,2,0,1,1,49,1,0,0,1.0,0,3,0,2.33,2015,0,1,2,31,0.2857142857142857,0.5413698630136986
11632,0,0,0,1,1,3,0,0,2,40,0,0,0,0.3333333333333333,0,2,1,2.17,1818,0,0,1,25,0.0,0.11251141552511415
11726,0,0,0,1,1,2,3,0,1,44,0,0,1,0.0,0,2,1,1.88,2169,0,0,1,25,0.0,0.0
11817,0,0,0,1,1,0,0,1,2,27,0,0,0,0.0,0,3,0,1.99,2031,0,0,0,18,0.0,0.0
11907,0,0,0,1,1,3,0,0,1,21,0,0,0,0.3333333333333333,0,0,0,1.85,1590,0,0,2,22,0.0,0.11251141552511415
11990,0,0,0,1,1,3,0,0,1,8,0,0,0,1.0,1,2,1,2.35,1376,10867,0,2,55,0.0,0.3375342465753425
12078,0,0,0,1,1,0,0,1,1,47,1,0,0,0.0,1,3,0,2.29,2892,14018,0,2,21,0.0,0.0
12327,0,0,0,1,1,0,0,0,1,47,0,0,0,0.3333333333333333,0,3,0,2.24,1376,0,0,1,25,0.0,0.11251141552511415
12407,0,0,0,1,1,3,0,1,1,34,0,0,0,1.0,0,0,0,1.99,1590,0,0,2,29,0.0,0.3375342465753425
12497,0,0,0,1,1,2,3,0,1,2,1,0,0,1.0,0,1,0,2.06,2015,0,0,1,22,0.0,0.3375342465753425
12581,0,0,0,1,1,2,3,1,1,31,0,0,0,0.3333333333333333,1,3,0,2.27,2064,31641,1,1,62,0.2857142857142857,0.3163470319634703
